tweet_id,text,expanded_urls,rating_numerator,rating_denominator,name,date,time,dog_stage,retweet_counts,favorite_counts,jpg_url,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog
889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek ,https://twitter.com/dog_rates/status/889278841981685760/video/1,13,10,Oliver,2017-07-24,00:19:32,,4426,22014,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True
888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both ,https://twitter.com/dog_rates/status/888917238123831296/photo/1,12,10,Jim,2017-07-23,00:22:39,,3746,25523,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1,golden_retriever,0.714719,True,Tibetan_mastiff,0.1201839999999999,True,Labrador_retriever,0.1055059999999999,True
888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best ,https://twitter.com/dog_rates/status/888804989199671297/photo/1,13,10,Zeke,2017-07-22,16:56:37,,3517,22386,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True
888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af ,https://twitter.com/dog_rates/status/888554962724278272/photo/1,13,10,Ralphus,2017-07-22,00:23:06,,2867,17253,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True
888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway ,https://twitter.com/dog_rates/status/888078434458587136/photo/1,12,10,Gerald,2017-07-20,16:49:33,,2885,19095,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True
887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic ,https://twitter.com/dog_rates/status/887705289381826560/photo/1,13,10,Jeffrey,2017-07-19,16:06:48,,4521,26528,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.0262364,True
887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her ,https://twitter.com/dog_rates/status/887473957103951883/photo/1,13,10,Canela,2017-07-19,00:47:34,,14968,59970,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True
887101392804085760,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof ,https://twitter.com/dog_rates/status/887101392804085760/photo/1,12,10,None,2017-07-18,00:07:08,,4972,26884,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,1,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.0297047,True
886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your  ",https://www.gofundme.com/mingusneedsus,13,10,Mingus,2017-07-16,23:58:41,,2619,10461,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.0863463,True
886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe ,https://twitter.com/dog_rates/status/886366144734445568/photo/1,12,10,Roscoe,2017-07-15,23:25:31,pupper,2613,18495,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True
885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution ,https://twitter.com/dog_rates/status/885984800019947520/photo/1,12,10,Jimbo,2017-07-14,22:10:11,,5590,28493,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True
885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly ,https://twitter.com/dog_rates/status/885528943205470208/photo/1,13,10,Maisey,2017-07-13,15:58:47,,5308,31495,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True
885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 ,https://twitter.com/dog_rates/status/885167619883638784/photo/1,13,10,None,2017-07-12,16:03:00,,3654,19187,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True
884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl ",https://twitter.com/dog_rates/status/884925521741709313/photo/1,12,10,Earl,2017-07-12,00:01:00,,14953,66952,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True
884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola ,https://twitter.com/dog_rates/status/884876753390489601/photo/1,13,10,Lola,2017-07-11,20:47:12,,4643,24295,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True
884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin ,https://twitter.com/dog_rates/status/884562892145688576/photo/1,13,10,Kevin,2017-07-11,00:00:02,,3896,21239,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True
884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) ",https://twitter.com/dog_rates/status/884441805382717440/photo/1,14,10,None,2017-07-10,15:58:53,,4779,23789,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True
884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo ,https://twitter.com/dog_rates/status/884162670584377345/photo/1,12,10,Yogi,2017-07-09,21:29:42,doggo,2493,17893,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True
883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy ,https://twitter.com/dog_rates/status/883838122936631299/photo/1,12,10,Noah,2017-07-09,00:00:04,,2849,19087,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True
883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 ",https://twitter.com/dog_rates/status/883482846933004288/photo/1,5,10,Bella,2017-07-08,00:28:19,,8231,40049,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,1,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True
883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck ,https://twitter.com/dog_rates/status/883360690899218434/photo/1,13,10,Grizzwald,2017-07-07,16:22:55,floofer,3061,19885,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,1,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True
883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat ",https://twitter.com/dog_rates/status/883117836046086144/photo/1,13,10,None,2017-07-07,00:17:54,,5512,32396,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,2,golden_retriever,0.949562,True,Labrador_retriever,0.0459479,True,kuvasz,0.00247094,True
882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl ,https://twitter.com/dog_rates/status/882762694511734784/photo/1,12,10,Gus,2017-07-06,00:46:41,pupper,4080,24698,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,1,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.0155793999999999,True
882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) ,https://twitter.com/dog_rates/status/882627270321602560/photo/1,13,10,Stanley,2017-07-05,15:48:34,,5046,24520,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,1,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True
882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 ,https://twitter.com/dog_rates/status/882268110199369728/photo/1,13,10,Alfy,2017-07-04,16:01:23,,9587,39058,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,1,golden_retriever,0.762211,True,Labrador_retriever,0.0989848999999999,True,cocker_spaniel,0.0171995,True
881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely ,https://twitter.com/dog_rates/status/881666595344535552/photo/1,13,10,Gary,2017-07-03,00:11:11,,8921,44404,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,1,Saluki,0.529012,True,Afghan_hound,0.250003,True,golden_retriever,0.160739,True
880872448815771648,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 ,https://twitter.com/dog_rates/status/880872448815771648/photo/1,12,10,None,2017-06-30,19:35:32,,3193,18653,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,1,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True
880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop ,https://twitter.com/dog_rates/status/880465832366813184/photo/1,12,10,Bella,2017-06-29,16:39:47,,5195,24927,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,1,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True
880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 ,https://twitter.com/dog_rates/status/880095782870896641/photo/1,11,10,None,2017-06-28,16:09:20,,3637,24233,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,1,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True
879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 ,https://twitter.com/dog_rates/status/879862464715927552/photo/1,13,10,Romeo,2017-06-28,00:42:13,,2916,19640,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,3,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True
879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,2017-06-26,19:07:24,,37255,92503,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,1,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True
879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,2017-06-25,16:07:47,,2233,16720,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,1,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True
878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth ,https://twitter.com/dog_rates/status/878776093423087618/photo/1,13,10,Snoopy,2017-06-25,00:45:22,puppo,3422,17072,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,2,Italian_greyhound,0.734684,True,whippet,0.1504869999999999,True,Ibizan_hound,0.0397246,True
878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out  ",https://www.gofundme.com/3yd6y1c,13,10,Shadow,2017-06-23,16:00:04,,1071,6759,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,1,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.1285069999999999,True
878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,https://twitter.com/dog_rates/status/878057613040115712/photo/1,14,10,Emmy,2017-06-23,01:10:23,,5715,37018,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,1,French_bulldog,0.839097,True,Boston_bull,0.0787993999999999,True,toy_terrier,0.0152433999999999,True
877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,https://twitter.com/dog_rates/status/877736472329191424/photo/1,13,10,Aja,2017-06-22,03:54:17,,15740,68968,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,2,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True
877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ",https://twitter.com/dog_rates/status/877316821321428993/photo/1,13,10,Dante,2017-06-21,00:06:44,,4325,24063,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,1,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True
877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,https://twitter.com/dog_rates/status/877201837425926144/photo/1,12,10,Nelly,2017-06-20,16:29:50,,4607,23790,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,1,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True
876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately ,https://twitter.com/dog_rates/status/876838120628539392/photo/1,12,10,Ginger,2017-06-19,16:24:33,pupper,2795,18164,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,1,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.0889348,True
876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,2017-06-18,16:57:37,,1991,16514,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,1,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.0167235999999999,True
876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,2017-06-17,16:52:05,,3891,24619,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,1,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True
875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,2017-06-16,16:11:53,,3566,22033,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,1,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True
875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,https://twitter.com/dog_rates/status/875021211251597312/photo/1,12,10,None,2017-06-14,16:04:48,,3956,22492,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,2,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460381999999999,True
874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,2017-06-13,17:29:20,,3908,24512,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,1,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470690999999999,True,beagle,0.0360071,True
874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract ,https://twitter.com/dog_rates/status/874296783580663808/photo/1,13,10,Jed,2017-06-12,16:06:11,pupper,3472,22889,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,1,cocker_spaniel,0.437216,True,miniature_poodle,0.2771909999999999,True,toy_poodle,0.157402,True
874057562936811520,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 ",https://twitter.com/dog_rates/status/874057562936811520/photo/1,12,10,None,2017-06-12,00:15:36,,3369,20052,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,1,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.0404369,True,Newfoundland,0.0282283,True
874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo ",https://twitter.com/dog_rates/status/874012996292530176/photo/1,13,10,Sebastian,2017-06-11,21:18:31,puppo,8557,30030,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,2,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True
873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly ",https://twitter.com/dog_rates/status/873580283840344065/photo/1,13,10,None,2017-06-10,16:39:04,,3334,21318,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,1,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True
873213775632977920,This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra  ,https://www.gofundme.com/help-my-baby-sierra-get-better,12,10,Sierra,2017-06-09,16:22:42,pupper,1326,6299,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,1,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True
872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo ,https://twitter.com/dog_rates/status/872967104147763200/photo/1,12,10,None,2017-06-09,00:02:31,doggo,4546,23983,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,2,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True
872820683541237760,Here are my favorite #dogsatpollingstations Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 ,https://twitter.com/dog_rates/status/872820683541237760/photo/1,13,10,None,2017-06-08,14:20:41,,3158,13027,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,3,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True
872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... ,https://twitter.com/dog_rates/status/872620804844003328/photo/1,13,10,Monkey,2017-06-08,01:06:27,,3058,18267,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,1,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True
872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 ,https://twitter.com/dog_rates/status/872486979161796608/photo/1,12,10,None,2017-06-07,16:14:40,,7691,35990,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,1,Pembroke,0.931861,True,Cardigan,0.0377211999999999,True,Chihuahua,0.0119667,True
871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 ,https://twitter.com/dog_rates/status/871879754684805121/photo/1,13,10,Lassie,2017-06-06,00:01:46,,9213,32973,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,1,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True
871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 ,https://twitter.com/dog_rates/status/871762521631449091/photo/1,12,10,Rover,2017-06-05,16:15:56,pupper,2959,17818,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,2,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True
870656317836468226,This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10Help Cody here:  ,https://www.gofundme.com/help-fix-codys-torn-acl,13,10,Cody,2017-06-02,15:00:16,,2191,10856,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,4,Pembroke,0.945495,True,Cardigan,0.0458755,True,beagle,0.00432943,True
870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,Zoey,2017-06-01,20:18:38,,22672,73722,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,1,golden_retriever,0.841001,True,Great_Pyrenees,0.0992784,True,Labrador_retriever,0.0326213,True
870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ",https://twitter.com/dog_rates/status/870308999962521604/photo/1,13,10,Rumble,2017-06-01,16:00:09,,3538,19419,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,2,Greater_Swiss_Mountain_dog,0.6227520000000001,True,Appenzeller,0.158463,True,EntleBucher,0.148115,True
869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,Dewey,2017-05-31,04:27:59,,8663,37895,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,1,Pembroke,0.980148,True,Cardigan,0.0192711,True,malamute,0.00013626,True
869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13,10,Stanley,2017-05-30,23:51:58,,5366,24973,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,1,Pembroke,0.993449,True,Cardigan,0.00632508,True,Chihuahua,0.000177598,True
